52,58.0,68
68,72.5,84
52,92.9,98
88,58.0,52
68,72.5,81
93,38.5,72
93,48.0,88
88,48.0,52
63,65.0,63
75,58.0,57
95,54.0,88
81,20.0,78
72,48.0,75
63,57.5,95
84,38.5,95
95,38.5,52
95,72.5,78
52,38.5,93
57,51.0,95
81,57.5,95
48,57.5,78
75,80.1,68
63,58.0,57
95,34.0,68
88,72.5,75
84,48.0,63
88,38.5,93
88,51.0,81
68,72.5,75
52,38.5,93
98,92.9,78
78,72.5,78
81,51.0,48
75,48.0,48
93,80.1,63
72,72.5,52
57,48.0,84
84,48.0,75
48,34.0,98
72,57.5,68
57,57.5,95
57,92.9,78
98,72.5,48
95,34.0,52
48,80.1,84
93,92.9,88
98,72.5,52
57,51.0,93
72,51.0,72
68,65.0,72
98,72.5,63
68,58.0,63
63,57.5,81
57,48.0,78
88,72.5,98
93,72.5,93
95,92.9,95
75,20.0,75
78,57.5,84
78,20.0,48
52,92.9,52
88,57.5,72
81,92.9,75
95,80.1,72
95,65.0,48
93,54.0,84
72,72.5,95
68,72.5,52
95,92.9,98
78,65.0,98
95,58.0,93
63,20.0,63
81,80.1,72
57,51.0,75
72,80.1,81
81,51.0,88
72,80.1,95
52,48.0,52
68,48.0,93
98,38.5,72
98,72.5,57
52,72.5,48
72,38.5,63
52,20.0,98
93,54.0,52
57,38.5,84
88,20.0,52
95,38.5,52
88,80.1,57
75,72.5,75
57,58.0,48
57,92.9,57
88,57.5,48
84,48.0,52
98,54.0,48
88,57.5,84
75,80.1,57
95,92.9,75
63,51.0,98
84,51.0,81
95,65.0,93
63,92.9,81
81,54.0,52
57,51.0,57
75,34.0,95
78,57.5,84
48,48.0,48
78,34.0,93
93,72.5,88
75,65.0,81
75,38.5,95
98,48.0,93
57,72.5,68
48,38.5,48
63,57.5,57
63,58.0,84
52,92.9,81
88,57.5,75
63,51.0,88
88,34.0,68
98,20.0,78
95,72.5,63
95,72.5,93
57,72.5,93
95,48.0,75
63,92.9,93
68,54.0,72
93,51.0,75
72,34.0,95
75,20.0,88
68,51.0,63
95,80.1,84
68,72.5,78
95,92.9,93
63,20.0,57
57,38.5,52
63,51.0,81
63,80.1,93
95,72.5,88
57,58.0,98
75,80.1,95
84,20.0,75
48,20.0,78
57,72.5,72
78,51.0,68
95,65.0,52
63,92.9,75
93,48.0,75
57,54.0,48
52,72.5,68
98,34.0,75
98,58.0,75
75,51.0,52
68,38.5,72
84,80.1,81
72,51.0,98
95,58.0,75
72,38.5,63
93,72.5,52
72,48.0,72
98,72.5,52
57,80.1,68
88,20.0,78
81,20.0,93
98,80.1,57
72,65.0,78
78,72.5,72
84,34.0,72
98,57.5,48
57,20.0,84
84,38.5,68
81,51.0,84
72,38.5,98
88,51.0,48
78,58.0,63
98,80.1,84
72,65.0,72
95,34.0,57
48,51.0,68
75,72.5,84
81,58.0,84
95,20.0,52
93,34.0,68
98,92.9,84
48,54.0,57
75,58.0,88
57,48.0,78
84,58.0,75
98,57.5,52
72,57.5,57
81,34.0,93
68,34.0,68
68,65.0,93
84,34.0,52
88,54.0,93
84,20.0,72
95,57.5,57
57,72.5,93
84,65.0,81
95,72.5,68
68,38.5,75
72,92.9,84
68,80.1,68
63,92.9,88
75,54.0,93
52,54.0,95
95,92.9,95
98,57.5,48
57,20.0,93
93,38.5,95
84,72.5,98
68,54.0,52
72,48.0,63
57,48.0,75
95,20.0,63
78,72.5,48
57,65.0,98
75,80.1,81
57,51.0,88
93,34.0,52
84,20.0,75
81,20.0,75
84,58.0,98
84,51.0,78
75,58.0,72
52,80.1,57
93,92.9,75
68,92.9,75
48,48.0,68
68,57.5,95
75,92.9,75
84,51.0,75
48,80.1,98
84,20.0,52
84,20.0,98
95,72.5,93
68,57.5,98
98,72.5,72
81,57.5,57
75,72.5,95
75,57.5,72
81,48.0,88
81,51.0,88
98,92.9,93
78,58.0,57
98,20.0,57
57,65.0,88
63,51.0,68
78,80.1,88
52,54.0,68
57,48.0,78
52,72.5,63
57,48.0,57
68,72.5,93
84,34.0,68
78,34.0,84
88,38.5,93
95,54.0,63
52,92.9,98
98,38.5,84
78,92.9,95
52,38.5,68
63,72.5,81
81,51.0,98
57,65.0,72
52,92.9,98
84,54.0,95
81,51.0,48
48,57.5,95
95,20.0,78
75,92.9,84
63,57.5,81
52,57.5,57
95,54.0,98
84,20.0,72
98,72.5,98
93,38.5,98
68,38.5,48
93,38.5,52
48,20.0,52
63,38.5,52
63,72.5,75
63,65.0,98
52,51.0,57
48,80.1,81
84,58.0,81
78,72.5,68
88,38.5,68
72,34.0,52
52,48.0,78
52,48.0,95
57,54.0,84
75,58.0,68
48,48.0,57
84,20.0,72
78,80.1,75
68,65.0,95
63,51.0,88
84,38.5,72
75,80.1,78
84,80.1,63
48,48.0,78
93,51.0,81
72,34.0,93
57,51.0,68
88,20.0,84
75,38.5,72
78,20.0,48
81,72.5,57
84,51.0,95
48,34.0,93
68,54.0,75
72,72.5,48
95,92.9,48
68,65.0,48
57,72.5,93
93,38.5,78
57,80.1,57
98,65.0,88
52,34.0,57
81,34.0,81
72,92.9,95
57,72.5,52
95,48.0,84
98,54.0,57
88,48.0,88
72,65.0,48
88,34.0,88
48,34.0,93
57,92.9,75
95,20.0,98
52,20.0,78
78,20.0,75
57,57.5,75
98,48.0,72
88,92.9,48
88,48.0,88
84,57.5,75
48,38.5,98
78,34.0,84
63,20.0,63
57,48.0,98
98,20.0,98
68,92.9,93
68,65.0,88
52,72.5,63
78,20.0,75
95,51.0,95
81,57.5,63
52,34.0,78
98,54.0,75
93,80.1,68
98,38.5,95
88,51.0,52
88,72.5,78
88,92.9,52
52,38.5,98
68,48.0,88
72,38.5,93
88,57.5,95
98,72.5,72
93,57.5,68
68,72.5,63
52,38.5,84
57,80.1,88
84,57.5,72
88,54.0,72
63,38.5,72
63,58.0,98
88,48.0,72
68,34.0,72
95,54.0,93
95,92.9,98
57,51.0,52
48,48.0,98
81,38.5,48
68,34.0,48
93,80.1,68
68,58.0,75
98,20.0,57
48,38.5,63
68,80.1,78
84,72.5,81
72,48.0,68
63,72.5,68
81,20.0,48
72,38.5,95
84,38.5,98
98,65.0,93
81,57.5,84
63,57.5,57
98,72.5,84
57,72.5,72
95,57.5,48
63,54.0,81
75,48.0,95
98,48.0,48
57,58.0,84
84,65.0,52
63,38.5,95
78,54.0,75
57,34.0,84
48,80.1,88
68,34.0,93
68,92.9,72
72,72.5,57
88,20.0,98
78,65.0,52
84,38.5,48
78,57.5,48
95,72.5,52
68,54.0,72
72,65.0,84
63,20.0,48
84,92.9,93
93,72.5,68
93,92.9,63
95,72.5,81
93,57.5,48
68,58.0,57
57,20.0,88
52,51.0,48
57,34.0,72
48,57.5,52
48,92.9,95
72,57.5,78
88,34.0,84
57,72.5,68
72,57.5,75
81,58.0,68
72,51.0,78
68,20.0,52
68,20.0,72
52,38.5,63
81,48.0,63
81,92.9,93
93,20.0,78
93,57.5,63
93,72.5,95
88,72.5,78
84,65.0,57
68,54.0,68
95,80.1,68
88,65.0,93
68,38.5,88
98,20.0,78
72,65.0,84
72,48.0,68
95,38.5,98
81,72.5,78
95,34.0,95
63,48.0,88
72,72.5,88
63,72.5,88
75,38.5,48
63,72.5,93
93,34.0,48
98,58.0,84
88,92.9,52
68,51.0,78
98,57.5,63
95,34.0,95
98,72.5,57
88,65.0,57
52,58.0,95
88,58.0,98
57,72.5,93
88,58.0,52
48,48.0,95
48,58.0,57
75,65.0,63
78,80.1,81
63,58.0,93
72,48.0,84
98,72.5,52
68,54.0,95
93,34.0,81
93,72.5,48
72,58.0,95
84,20.0,93
88,38.5,88
81,65.0,48
63,65.0,57
84,65.0,52
95,20.0,88
72,80.1,63
78,48.0,81
78,48.0,63
52,54.0,52
88,54.0,88
72,38.5,78
93,20.0,52
95,58.0,93
57,92.9,57
48,72.5,78
68,48.0,88
88,51.0,95
48,38.5,78
95,92.9,72
48,48.0,68
84,51.0,68
95,92.9,81
88,72.5,52
93,38.5,57
95,34.0,48
78,20.0,78
52,38.5,98
95,51.0,95
98,20.0,52
48,58.0,57
68,65.0,63
95,57.5,75
75,57.5,52
78,48.0,98
98,34.0,68
72,54.0,84
84,92.9,81
78,72.5,98
52,65.0,84
48,72.5,57
68,38.5,98
98,38.5,57
88,57.5,78
75,34.0,68
81,65.0,95
95,92.9,81
78,65.0,68
48,54.0,95
93,57.5,72
95,72.5,52
81,48.0,68
98,57.5,63
68,65.0,95
72,72.5,57
78,34.0,72
95,58.0,78
98,92.9,81
98,58.0,48
93,58.0,95
57,80.1,68
63,72.5,98
75,54.0,95
84,92.9,93
48,80.1,81
52,57.5,57
48,72.5,93
95,34.0,75
57,51.0,57
68,57.5,88
88,58.0,72
88,57.5,63
75,92.9,48
93,48.0,68
63,72.5,98
52,80.1,68
84,58.0,72
63,51.0,98
81,58.0,57
84,48.0,95
81,34.0,52
75,72.5,88
95,20.0,68
63,92.9,81
84,20.0,93
81,54.0,57
48,48.0,63
95,48.0,57
84,80.1,48
75,92.9,72
52,20.0,84
81,54.0,81
95,58.0,95
81,92.9,57
68,38.5,57
88,20.0,93
52,58.0,95
78,51.0,57
68,65.0,57
88,58.0,72
78,72.5,84
78,54.0,52
81,72.5,84
57,92.9,63
72,92.9,68
52,65.0,72
68,38.5,84
81,48.0,68
84,65.0,48
63,57.5,75
72,54.0,57
95,38.5,78
72,65.0,72
57,72.5,88
48,65.0,75
75,80.1,95
88,72.5,93
88,58.0,81
63,80.1,48
48,72.5,84
75,48.0,95
63,72.5,98
88,65.0,63
93,80.1,57
88,20.0,57
93,51.0,72
52,20.0,48
72,48.0,52
78,72.5,93
75,80.1,52
84,51.0,78
57,65.0,72
78,57.5,81
57,54.0,57
78,34.0,68
68,51.0,84
78,92.9,81
52,92.9,98
57,34.0,78
84,65.0,78
93,48.0,68
84,54.0,48
48,65.0,72
81,92.9,95
63,57.5,98
95,57.5,72
78,34.0,68
63,54.0,75
81,72.5,52
88,58.0,84
93,58.0,81
81,38.5,57
84,57.5,84
63,80.1,95
95,65.0,68
75,51.0,88
63,72.5,78
95,57.5,48
72,72.5,88
75,54.0,95
93,80.1,75
68,48.0,48
52,48.0,72
75,20.0,81
68,58.0,52
95,48.0,81
72,34.0,68
48,72.5,95
98,65.0,78
52,57.5,95
93,65.0,93
95,54.0,84
52,48.0,63
57,51.0,98
48,51.0,48
98,65.0,93
88,34.0,57
81,54.0,57
81,38.5,72
48,65.0,81
52,92.9,63
48,54.0,81
68,38.5,57
57,72.5,78
57,58.0,88
72,72.5,63
72,72.5,48
78,65.0,88
95,20.0,88
84,38.5,75
72,65.0,95
81,80.1,63
95,54.0,63
75,72.5,98
48,72.5,93
95,38.5,57
84,72.5,63
88,38.5,98
68,80.1,72
88,57.5,84
88,38.5,75
78,48.0,72
84,58.0,68
98,58.0,68
81,72.5,52
75,34.0,72
78,92.9,93
52,57.5,75
95,92.9,98
95,65.0,78
98,92.9,78
63,38.5,75
48,34.0,52
72,48.0,84
98,38.5,72
95,48.0,98
63,72.5,52
72,58.0,72
72,72.5,81
57,80.1,93
57,65.0,48
48,72.5,75
84,48.0,84
52,48.0,81
98,57.5,63
95,20.0,52
93,65.0,84
57,54.0,52
88,58.0,84
81,58.0,48
48,72.5,78
98,65.0,72
75,57.5,78
98,80.1,95
78,57.5,52
88,72.5,78
57,48.0,57
88,92.9,84
81,72.5,81
88,48.0,63
81,51.0,84
78,72.5,63
52,72.5,72
81,92.9,88
84,58.0,84
57,57.5,93
63,58.0,88
57,72.5,57
48,34.0,84
52,34.0,52
75,80.1,52
95,65.0,98
78,58.0,68
48,51.0,72
88,65.0,48
88,72.5,72
84,72.5,57
84,58.0,48
68,51.0,81
52,38.5,88
63,72.5,98
63,57.5,48
75,80.1,88
81,34.0,81
93,72.5,98
57,80.1,72
81,48.0,78
48,92.9,72
84,92.9,48
81,34.0,98
81,20.0,52
78,58.0,88
81,65.0,95
72,72.5,52
52,65.0,84
78,72.5,68
95,48.0,57
68,34.0,98
72,58.0,72
98,48.0,98
52,65.0,93
78,48.0,81
81,80.1,81
57,80.1,72
52,34.0,95
84,48.0,75
88,92.9,48
72,34.0,52
75,57.5,75
98,57.5,88
52,20.0,52
98,72.5,88
78,51.0,48
75,54.0,95
78,65.0,63
88,92.9,72
78,72.5,98
84,92.9,78
52,57.5,48
57,48.0,72
48,57.5,88
95,58.0,84
57,57.5,78
78,51.0,95
84,72.5,84
52,54.0,52
78,48.0,93
75,80.1,52
93,20.0,72
88,38.5,95
93,48.0,95
98,54.0,52
75,58.0,93
52,48.0,93
68,80.1,93
88,72.5,88
93,92.9,52
81,72.5,95
48,57.5,72
48,38.5,52
72,48.0,75
78,72.5,81
57,54.0,88
57,72.5,95
81,57.5,84
48,51.0,72
57,72.5,98
72,57.5,48
68,57.5,78
48,54.0,78
57,72.5,63
52,48.0,68
78,65.0,95
63,80.1,52
52,72.5,88
48,51.0,81
68,38.5,84
57,57.5,88
88,65.0,72
93,54.0,57
78,80.1,75
68,72.5,48
72,57.5,84
84,57.5,78
93,57.5,84
48,57.5,52
81,57.5,88
84,72.5,84
93,57.5,78
68,57.5,72
95,72.5,68
52,65.0,81
78,34.0,95
57,48.0,95
57,57.5,95
57,65.0,98
57,72.5,48
81,20.0,84
93,65.0,57
52,20.0,95
81,80.1,48
52,92.9,88
84,72.5,95
98,48.0,93
72,72.5,72
88,20.0,93
57,48.0,57
68,57.5,93
48,20.0,81
68,58.0,75
63,57.5,72
48,54.0,72
63,38.5,95
72,80.1,88
68,72.5,72
48,92.9,57
72,38.5,88
63,57.5,72
63,48.0,78
93,51.0,81
48,72.5,63
57,34.0,95
52,58.0,68
75,54.0,84
78,20.0,81
68,72.5,63
68,80.1,93
84,20.0,63
48,20.0,52
78,65.0,72
63,51.0,68
93,58.0,52
84,51.0,63
68,57.5,48
98,48.0,98
